Name,Firm Name,Ticker,SecId,Inception Date,Morningstar Category,US Category Group,Share Class Type,Oldest Share Class,Inception Date of Fund's Oldest Share Class,Ticker of Fund's Oldest Share Class,Index Fund,Obsolete Date,Obsolete Type,Merged Into Security,Research Flagship Fund Name,Net Assets - Share Class (mo-end) USD,Fund Size Comprehensive (mo-end) USD,Total Ret % Rank Cat 3Y mo-end (mo-end),Morningstar Rating 3Y (mo-end),Morningstar Sustainability Rating (mo-end),Morningstar Analyst Rating (day-end),Morningstar Category Primary Benchmark,Total Return (3Y - mo-end),Alpha Total (excess return) (3Y - mo-end) Cat Curr,Beta Total (excess return) (3Y - mo-end) Cat Curr,Standard Deviation Total (3Y - mo-end) Cat Curr,Sharpe Ratio Total Morningstar (3Y - mo-end) Cat Curr
AARP Growth & Income,,,FOUSA00LP2,19841130,Large Value,U.S. Equity,,Yes,19841130,,No,20000814,Merged,DWS Core Equity S,,"5,361,987,969.0000000000","5,361,987,969.0000000000",,,,,S&P 500 TR USD,,,,,
Fidelity Spartan Municipal Income,Fidelity Investments,,FOUSA00MDH,19900604,Muni National Long,Municipal Bond,,No,19771201,FHIGX,No,19971023,Merged,Fidelity® Municipal Income,,"532,586,816.0000000000","5,255,152,756.1100000000",,,,,BBgBarc Municipal TR USD,,,,,
American AAdvantage Lg Cap Value Milg,American Beacon,,FOUSA00F7B,19940801,Large Value,U.S. Equity,Other,No,19870717,AADEX,No,20020301,Liquidated,,,"4,630,545.0000000000","5,113,785,267.4800000000",,,,,S&P 500 TR USD,,,,,
MFS® Bond EA,MFS,EABDX,FOUSA02V8G,20020731,Corporate Bond,Taxable Bond,A,No,19740508,MFBFX,No,20070321,Liquidated,,,"550,825.0000000000","4,976,682,886.0300000000",,2 Stars,,,BBgBarc US Agg Bond TR USD,,0.1980000000,1.0280000000,,
MFS® Bond EB,MFS,EBBDX,FOUSA02V8H,20020731,Corporate Bond,Taxable Bond,B,No,19740508,MFBFX,No,20070321,Liquidated,,,"209,173.0000000000","4,976,682,886.0300000000",,2 Stars,,,BBgBarc US Agg Bond TR USD,," -0.4330000000",1.0240000000,,
MFS® Bond EC,MFS,ECBDX,FOUSA02V8I,20020731,Corporate Bond,Taxable Bond,C,No,19740508,MFBFX,No,20070321,Liquidated,,,"283,760.0000000000","4,976,682,886.0300000000",,3 Stars,,,BBgBarc US Agg Bond TR USD,," -0.4340000000",1.0300000000,,
AIM Premier Equity A,Invesco,,FOUSA00BOS,19840501,Large Blend,U.S. Equity,A,Yes,19840501,,No,20060407,Merged,Invesco Charter A,,"3,343,691,013.0000000000","4,936,467,123.0000000000",,1 Star,,,S&P 500 TR USD,,,,,
AIM Premier Equity B,Invesco,,FOUSA00E7A,19931018,Large Blend,U.S. Equity,B,No,19840501,,No,20060407,Merged,Invesco Charter B,,"1,350,685,145.0000000000","4,936,467,123.0000000000",,1 Star,,,S&P 500 TR USD,,,,,
AIM Premier Equity C,Invesco,,FOUSA00GAC,19970804,Large Blend,U.S. Equity,C,No,19840501,,No,20060407,Merged,Invesco Charter C,,"210,767,724.0000000000","4,936,467,123.0000000000",,1 Star,,,S&P 500 TR USD,,,,,
AIM Premier Equity I,Invesco,,FOUSA02UOH,20020315,Large Blend,U.S. Equity,Inst,No,19840501,,No,20060407,Merged,Invesco Charter R5,,"29,699,882.0000000000","4,936,467,123.0000000000",,2 Stars,,,S&P 500 TR USD,,,,,
AIM Premier Equity R,Invesco,AVLRX,FOUSA02V7T,20020603,Large Blend,U.S. Equity,Retirement,No,19840501,,No,20060407,Merged,Invesco Charter R,,"1,623,359.0000000000","4,936,467,123.0000000000",,2 Stars,,,S&P 500 TR USD,,,,,
GMO Emerging Country Debt II,GMO,,FOUSA00OH9,19970321,Emerging Markets Bond,Taxable Bond,Other,No,19940419,GMCDX,No,19980109,Liquidated,,,,"4,401,612,412.4300000000",,,,,BBgBarc US Agg Bond TR USD,,,,,
JP Morgan Disciplined Equity B,JPMorgan,,FOUSA02TRB,20010928,Large Blend,U.S. Equity,B,No,19970103,JPIEX,No,20030915,Liquidated,,,"462,219.0000000000","4,311,545,761.9900000000",,,,,S&P 500 TR USD,,,,,
JP Morgan Instl Smart Index,JPMorgan,,FOUSA00JOX,19981231,Large Blend,U.S. Equity,,No,19970103,JPIEX,No,20030324,Merged,JPMorgan US Research Enhanced Equity R6,,"227,862,305.0000000000","4,311,545,761.9900000000",,,,,S&P 500 TR USD,,,,,
American Century Ltd-Term Tax-Fr Inv,American Century Investments,,FOUSA00E5E,19930301,Muni National Interm,Municipal Bond,Inv,No,19870302,TWTIX,No,20020903,Merged,American Century IntermTrm Tx-Fr Bd Inv,,"50,946,917.0000000000","4,197,086,167.0000000000",,,,,BBgBarc Municipal TR USD,,,,,
American Century Tax-Free Bond Adv,American Century Investments,,FOUSA05CAX,20050729,Muni National Interm,Municipal Bond,Adv,No,19870302,TWTIX,No,20071130,Merged,American Century IntermTrm Tx-Fr Bd Inv,,"233,238.0000000000","4,197,086,167.0000000000",,,,,BBgBarc Municipal TR USD,,,,,
DWS Managed Municipal Bonds AARP,DWS,,FOUSA00KTD,20000728,Muni National Long,Municipal Bond,Other,No,19761014,SCMBX,No,20060714,Merged,DWS Managed Municipal Bond S,,"1,312,442,991.0000000000","4,185,856,307.2000000000",,4 Stars,,,BBgBarc Municipal TR USD,,,,,
State Street Research Intl Equity A,Pear Tree Funds,,FOUSA00DZ9,19940301,Foreign Large Value,International Equity,A,No,19980515,QFVOX,No,20030505,Merged,Pear Tree Polaris Foreign Value Ord,,"33,403,953.0000000000","4,172,373,245.2700000000",,,,,MSCI ACWI Ex USA NR USD,,,,,
State Street Research Intl Equity B,Pear Tree Funds,,FOUSA00CTY,19940301,Foreign Large Value,International Equity,B,No,19980515,QFVOX,No,20030505,Merged,Pear Tree Polaris Foreign Value Ord,,"5,202,759.0000000000","4,172,373,245.2700000000",,,,,MSCI ACWI Ex USA NR USD,,,,,
State Street Research Intl Equity B1,Pear Tree Funds,,FOUSA00J8P,19990101,Foreign Large Value,International Equity,B,No,19980515,QFVOX,No,20030505,Merged,Pear Tree Polaris Foreign Value Ord,,"4,607,077.0000000000","4,172,373,245.2700000000",,,,,MSCI ACWI Ex USA NR USD,,,,,
State Street Research Intl Equity C,Pear Tree Funds,,FOUSA00FM0,19940301,Foreign Large Value,International Equity,C,No,19980515,QFVOX,No,20030505,Merged,Pear Tree Polaris Foreign Value Ord,,"1,100,131.0000000000","4,172,373,245.2700000000",,,,,MSCI ACWI Ex USA NR USD,,,,,
State Street Research Intl Equity S,Pear Tree Funds,,FOUSA00DUY,19920122,Foreign Large Value,International Equity,S,No,19980515,QFVOX,No,20030505,Merged,Pear Tree Polaris Foreign Value Instl,,"6,000,509.0000000000","4,172,373,245.2700000000",,,,,MSCI ACWI Ex USA NR USD,,,,,
Templeton Latin America Adv,Franklin Templeton Investments,,FOUSA00GV9,19970102,Foreign Large Value,International Equity,Adv,No,19821005,TEMFX,No,20030508,Merged,Templeton Foreign Adv,,"95,346.0000000000","4,145,112,232.2800000000",,,,,MSCI ACWI Ex USA NR USD,,,,,
Templeton Latin America C,Franklin Templeton Investments,,FOUSA00IOU,19950508,Foreign Large Value,International Equity,C,No,19821005,TEMFX,No,20030508,Merged,Templeton Foreign C,,"2,147,577.0000000000","4,145,112,232.2800000000",,,,,MSCI ACWI Ex USA NR USD,,,,,
Templeton Pacific Growth A,Franklin Templeton Investments,,FOUSA00CS6,19910920,Foreign Large Value,International Equity,A,No,19821005,TEMFX,No,20030508,Merged,Templeton Foreign A,,"13,698,122.0000000000","4,145,112,232.2800000000",,,,,MSCI ACWI Ex USA NR USD,,,,,
Templeton Pacific Growth Adv,Franklin Templeton Investments,,FOUSA00K6I,19970101,Foreign Large Value,International Equity,Adv,No,19821005,TEMFX,No,20030508,Merged,Templeton Foreign Adv,,"250,372.0000000000","4,145,112,232.2800000000",,,,,MSCI ACWI Ex USA NR USD,,,,,
Templeton Pacific Growth C,Franklin Templeton Investments,,FOUSA00GGV,19970101,Foreign Large Value,International Equity,C,No,19821005,TEMFX,No,20030508,Merged,Templeton Foreign C,,"3,443,081.0000000000","4,145,112,232.2800000000",,,,,MSCI ACWI Ex USA NR USD,,,,,
Legg Mason Partners Small Cap Growth I,Legg Mason,,FOUSA05BDM,20041101,Small Growth,U.S. Equity,Inst,No,19980701,SASMX,No,20070302,Merged,ClearBridge Small Cap Growth I,,"239,564,565.0000000000","4,075,990,938.6700000000",,,,,S&P 500 TR USD,,,,,
Legg Mason Partners Small Cap Growth I O,Legg Mason,SOSMX,FOUSA00K7B,19980701,Small Growth,U.S. Equity,Other,No,19980701,SASMX,No,20070302,Merged,ClearBridge Small Cap Growth I,,"3,571,894.0000000000","4,075,990,938.6700000000",,3 Stars,,,S&P 500 TR USD,,,,,
GMO U.S. Core IV,GMO,,FOUSA05CCC,20050916,Large Blend,U.S. Equity,Other,No,20050916,,No,20060830,Liquidated,,,"638,384,541.0000000000","4,047,744,916.0000000000",,,,,S&P 500 TR USD,,,,,
GMO U.S. Core M,GMO,,FOUSA05CCD,20050916,Large Blend,U.S. Equity,M,No,20050916,,No,20060830,Liquidated,,,"131,991,090.0000000000","4,047,744,916.0000000000",,,,,S&P 500 TR USD,,,,,
GMO U.S. Core VI,GMO,,FOUSA05CCE,20050916,Large Blend,U.S. Equity,Other,Yes,20050916,,No,20060830,Liquidated,,,"3,277,369,285.0000000000","4,047,744,916.0000000000",,,,,S&P 500 TR USD,,,,,
Heritage Small Cap Stock B,Carillon Family of Funds,,FOUSA00JDU,19980102,Small Growth,U.S. Equity,B,No,19930507,HRSCX,No,20070330,Merged,Carillon Eagle Small Cap Growth A,,"8,597,548.0000000000","3,974,003,193.8700000000",,3 Stars,,,S&P 500 TR USD,,,,,
DWS Growth & Income AARP,DWS,,FOUSA00JGM,20000811,Large Blend,U.S. Equity,Other,No,19290531,SCDGX,No,20060714,Merged,DWS Core Equity S,,"2,298,325,008.0000000000","3,957,347,691.5100000000",,3 Stars,,,S&P 500 TR USD,,,,,
Ivy International Value I,Ivy Funds,,FOUSA00IWQ,19970513,Foreign Large Blend,International Equity,Inst,No,19970513,IVIAX,No,20030218,Liquidated,,,"35,524,998.0000000000","3,938,424,736.0100000000",,,,,MSCI ACWI Ex USA NR USD,,,,,
Nations Small Cap Index Inv C,Columbia,,FOUSA00FZX,19961015,Small Blend,U.S. Equity,C,No,19961015,NMSCX,Yes,20010801,Liquidated,,,"882,433.0000000000","3,782,908,543.9500000000",,,,,S&P 500 TR USD,,,,,
Columbia Large Cap Growth G,Columbia,,FOUSA00KQO,19960304,Large Growth,U.S. Equity,Other,No,19901214,GAEGX,No,20070808,Merged,Columbia Large Cap Growth V,,"15,257,386.0000000000","3,757,748,333.3000000000",,3 Stars,,,S&P 500 TR USD,,,,,
Berger Information Technology Instl,Janus Henderson,,FOUSA00HMK,19970409,Technology,Sector Equity,Inst,No,19981231,JAGTX,No,20030421,Merged,Janus Henderson Global Technology T,,"4,222,429.0000000000","3,706,337,284.8300000000",,,,,MSCI ACWI NR USD,,,,,
Berger Information Technology Inv,Janus Henderson,,FOUSA00KOF,19970408,Technology,Sector Equity,Inv,No,19981231,JAGTX,No,20030421,Merged,Janus Henderson Global Technology T,,"16,656,117.0000000000","3,706,337,284.8300000000",,,,,MSCI ACWI NR USD,,,,,
Strong Short-Term Municipal Bond Adv,Wells Fargo Funds,,FOUSA00GC2,20000229,Muni National Short,Municipal Bond,Adv,No,20030131,WSSCX,No,20011018,Merged,,,"406,110.0000000000","3,703,784,540.7300000000",,,,,BBgBarc Municipal TR USD,,,,,
Berger Small Company Growth Instl,Janus Henderson,,FOUSA00P5L,19991015,Small Growth,U.S. Equity,Inst,No,19850430,JANVX,No,20030421,Merged,Janus Henderson Venture T,,"181,462.0000000000","3,618,730,426.5300000000",,,,,S&P 500 TR USD,,,,,
Berger Small Company Growth Inv,Janus Henderson,,FOUSA00CDB,19931230,Small Growth,U.S. Equity,Inv,No,19850430,JANVX,No,20060315,Liquidated,,,"268,586,891.0000000000","3,618,730,426.5300000000",,,,,S&P 500 TR USD,,,,,
American Century Select A,American Century Investments,,FOUSA02W4Y,20030131,Large Growth,U.S. Equity,A,No,19710630,TWCIX,No,20070831,Merged,American Century Select A,,"20,789,682.0000000000","3,519,808,687.2100000000",,1 Star,,,S&P 500 TR USD,,,,,
Nations LargeCap Index Prim B,Columbia,,FOUSA00F1X,19960628,Large Blend,U.S. Equity,B,No,19931215,NINDX,Yes,20030213,Liquidated,,,14.0000000000,"3,430,254,820.5700000000",,,,,S&P 500 TR USD,,,,,
State Street Research Legacy B,BlackRock,,FOUSA00J25,19971231,Large Growth,U.S. Equity,B,No,19971231,BFGBX,No,20050131,Merged,BlackRock Capital Appreciation Inv A,,"34,572,146.0000000000","3,385,880,742.1100000000",,,,,S&P 500 TR USD,,,,,
State Street Research Legacy R,BlackRock,,FOUSA04AOU,20030403,Large Growth,U.S. Equity,Retirement,No,19971231,BFGBX,No,20050131,Merged,BlackRock Capital Appreciation Inv A,,"392,999.0000000000","3,385,880,742.1100000000",,,,,S&P 500 TR USD,,,,,
Bridgeway Large-Cap Value R,American Beacon,,FOUSA05828,20031103,Large Value,U.S. Equity,Retirement,No,20031031,BRLVX,No,20050627,Merged,American Beacon Bridgeway Lg Cp Val Inst,,"2,934,243.0000000000","3,296,936,661.8600000000",,,,,S&P 500 TR USD,,,,,
Schroder International Smaller Co Adv,Vanguard,,FOUSA00JDF,19961111,Foreign Small/Mid Growth,International Equity,Adv,No,19961104,VINEX,No,20020701,Merged,Vanguard International Explorer Inv,,"26,922,744.0000000000","3,245,462,020.0000000000",,,,,MSCI ACWI Ex USA NR USD,,,,,
Janus Special Situations,Janus Henderson,,FOUSA00L46,19961231,Mid-Cap Blend,U.S. Equity,,No,20000229,JACNX,No,20030228,Merged,Janus Henderson Contrarian T,,"594,649,839.0000000000","3,220,431,513.3900000000",,,,,S&P 500 TR USD,,,,,
GMO International Growth III,GMO,,FOUSA05CCO,20050916,Foreign Large Blend,International Equity,Other,Yes,20050916,,No,20060607,Liquidated,,,"3,112,953,686.0000000000","3,112,953,686.0000000000",,,,,MSCI ACWI Ex USA NR USD,,,,,
American Century Diversified Bond A,American Century Investments,,FOUSA02W4H,20030131,Intermediate Core Bond,Taxable Bond,A,No,19930401,ACBPX,No,20070831,Merged,American Century Diversified Bond A,,"8,298,819.0000000000","2,974,629,613.5300000000",,1 Star,,,BBgBarc US Agg Bond TR USD,,1.8760000000,1.2550000000,,
WM High Yield R1,Principal Funds,CRHIX,FOUSA05HEE,20060228,High Yield Bond,Taxable Bond,Retirement,No,19980408,CPHYX,No,20070116,Merged,Principal High Yield A,,"35,940.0000000000","2,954,810,749.0800000000",,,,,BBgBarc US Agg Bond TR USD,,,,,
WM High Yield R2,Principal Funds,CRRIX,FOUSA05HEF,20060228,High Yield Bond,Taxable Bond,Retirement,No,19980408,CPHYX,No,20070116,Merged,Principal High Yield A,,646.0000000000,"2,954,810,749.0800000000",,,,,BBgBarc US Agg Bond TR USD,,,,,
WM High Yield S,Principal Funds,,FOUSA00OGM,19980323,High Yield Bond,Taxable Bond,S,No,19980408,CPHYX,No,19990716,Merged,Principal High Yield B,,"29,670.0000000000","2,954,810,749.0800000000",,,,,BBgBarc US Agg Bond TR USD,,,,,
Dreyfus Premier Small Company Stock A,BNY Mellon Funds,,FOUSA00FSB,19940902,Mid-Cap Growth,U.S. Equity,A,No,20001002,MPMCX,No,20020909,Merged,BNY Mellon Mid Cap Multi-Strategy M,,"14,113,661.0000000000","2,818,856,635.8000000000",,,,,S&P 500 TR USD,,,,,
Dreyfus Premier Small Company Stock B,BNY Mellon Funds,,FOUSA00CN1,19941219,Mid-Cap Growth,U.S. Equity,B,No,20001002,MPMCX,No,20020909,Merged,BNY Mellon Mid Cap Multi-Strategy M,,"18,620,017.0000000000","2,818,856,635.8000000000",,,,,S&P 500 TR USD,,,,,
Dreyfus Premier Small Company Stock C,BNY Mellon Funds,,FOUSA00DSW,19941219,Mid-Cap Growth,U.S. Equity,C,No,20001002,MPMCX,No,20020909,Merged,BNY Mellon Mid Cap Multi-Strategy M,,"3,169,453.0000000000","2,818,856,635.8000000000",,,,,S&P 500 TR USD,,,,,
Dreyfus Premier Small Company Stock R,BNY Mellon Funds,,FOUSA00EXM,19940902,Mid-Cap Growth,U.S. Equity,Retirement,No,20001002,MPMCX,No,20020909,Merged,BNY Mellon Mid Cap Multi-Strategy M,,"189,187,618.0000000000","2,818,856,635.8000000000",,,,,S&P 500 TR USD,,,,,
Dreyfus Premier Small Company Stock T,BNY Mellon Funds,,FOUSA00K42,19990816,Mid-Cap Growth,U.S. Equity,T,No,20001002,MPMCX,No,20020909,Merged,BNY Mellon Mid Cap Multi-Strategy M,,"111,217.0000000000","2,818,856,635.8000000000",,,,,S&P 500 TR USD,,,,,
Mercury Large Cap Core A,BlackRock,,FOUSA0081C,19991222,Large Blend,U.S. Equity,A,No,19991222,MALRX,No,20030428,Merged,BlackRock Advantage Large Cap Core Inv A,,"12,314,709.0000000000","2,782,200,406.9200000000",,,,,S&P 500 TR USD,,,,,
Mercury Large Cap Core B,BlackRock,,FOUSA007OO,19991222,Large Blend,U.S. Equity,B,No,19991222,MALRX,No,20030428,Merged,BlackRock Advantage Large Cap Core Inv B,,"2,205,283.0000000000","2,782,200,406.9200000000",,,,,S&P 500 TR USD,,,,,
Mercury Large Cap Core C,BlackRock,,FOUSA009RZ,19991222,Large Blend,U.S. Equity,C,No,19991222,MALRX,No,20030428,Merged,BlackRock Advantage Large Cap Core Inv C,,"481,907.0000000000","2,782,200,406.9200000000",,,,,S&P 500 TR USD,,,,,
Mercury Large Cap Core I,BlackRock,,FOUSA002XM,19991222,Large Blend,U.S. Equity,Inst,No,19991222,MALRX,No,20030428,Merged,BlackRock Advantage Large Cap Core Instl,,"127,608.0000000000","2,782,200,406.9200000000",,,,,S&P 500 TR USD,,,,,
American AAdvantage Intl Equity Milg,American Beacon,,FOUSA00DYZ,19940801,Foreign Large Value,International Equity,Other,No,19910807,AAIEX,No,20020301,Liquidated,,,"3,715,235.0000000000","2,758,853,981.5400000000",,,,,MSCI ACWI Ex USA NR USD,,,,,
Dreyfus Premier Ltd-Term Muni A,BNY Mellon Funds,,FOUSA00BFL,19851001,Muni National Interm,Municipal Bond,A,No,20001002,MPNIX,No,20021014,Merged,BNY Mellon Natl Interm Muni Bd Inv,,"41,589,148.0000000000","2,698,888,621.7600000000",,,,,BBgBarc Municipal TR USD,,,,,
Dreyfus Premier Ltd-Term Muni B,BNY Mellon Funds,,FOUSA00B3X,19941228,Muni National Interm,Municipal Bond,B,No,20001002,MPNIX,No,20021014,Merged,BNY Mellon Natl Interm Muni Bd Prem,,"10,252,984.0000000000","2,698,888,621.7600000000",,,,,BBgBarc Municipal TR USD,,,,,
Dreyfus Premier Ltd-Term Muni C,BNY Mellon Funds,,FOUSA00B3Z,19941228,Muni National Interm,Municipal Bond,C,No,20001002,MPNIX,No,20021014,Merged,BNY Mellon Natl Interm Muni Bd Inv,,"8,209,359.0000000000","2,698,888,621.7600000000",,,,,BBgBarc Municipal TR USD,,,,,
Dreyfus Premier Ltd-Term Muni R,BNY Mellon Funds,,FOUSA00E29,19930201,Muni National Interm,Municipal Bond,Retirement,No,20001002,MPNIX,No,20021014,Merged,BNY Mellon Natl Interm Muni Bd M,,"58,981,262.0000000000","2,698,888,621.7600000000",,,,,BBgBarc Municipal TR USD,,,,,
GMO Intrinsic Value III,GMO,,FOUSA05CCH,20050916,Large Value,U.S. Equity,Other,No,20040831,,No,20060607,Liquidated,,,"2,666,249,519.0000000000","2,666,249,519.0000000000",,,,,S&P 500 TR USD,,,,,
GMO Intrinstic Value IV,GMO,,FOUSA04BCB,20040831,Large Value,U.S. Equity,Other,Yes,20040831,,No,20070125,Junk,,,,"2,666,249,519.0000000000",,,,,S&P 500 TR USD,,,,,
AIM Summit II,Invesco,,FOUSA00OBY,19990719,Large Growth,U.S. Equity,B,No,19821101,SMMIX,No,20000724,Merged,Invesco Summit P,,"9,579,448.0000000000","2,656,483,666.4700000000",,,,,S&P 500 TR USD,,,,,
AIM Small Cap Growth Adv,Invesco,,FOUSA00OJA,19951018,Small Growth,U.S. Equity,Adv,No,19951018,GTSAX,No,20000211,Merged,Invesco Small Cap Growth A,,"7,138,705.0000000000","2,643,032,484.7600000000",,,,,S&P 500 TR USD,,,,,
Legg Mason Partners Interm-Term Muni B,Legg Mason,STMBX,FOUSA04AWN,20030113,Muni National Interm,Municipal Bond,B,No,19881128,SBLTX,No,20070316,Merged,Western Asset Intermediate-Term Muni A,,"2,624,284.0000000000","2,574,043,597.7300000000",,2 Stars,,,BBgBarc Municipal TR USD,,,,,
Legg Mason Partners Interm-Term Muni O,Legg Mason,SBLCX,FOUSA00E5Y,19930105,Muni National Interm,Municipal Bond,Other,No,19881128,SBLTX,No,20070316,Merged,Western Asset Intermediate-Term Muni A,,"18,330,831.0000000000","2,574,043,597.7300000000",,4 Stars,,,BBgBarc Municipal TR USD,,,,,
Smith Barney Muni Bond Ltd Term Y,Legg Mason,,FOUSA00EG7,19981112,Muni National Interm,Municipal Bond,Inst,No,19881128,SBLTX,No,20050630,Liquidated,,,"6,770,566.0000000000","2,574,043,597.7300000000",,,,,BBgBarc Municipal TR USD,,,,,
American Century Value A,American Century Investments,,FOUSA02W4O,20030131,Large Value,U.S. Equity,A,No,19930901,TWVLX,No,20070831,Merged,American Century Value A,,"69,099,783.0000000000","2,568,017,012.2100000000",,1 Star,,,S&P 500 TR USD,,,,,
Advantus Spectrum B,Ivy Funds,,FOUSA00FSI,19940819,Allocation--50% to 70% Equity,Allocation,B,No,19871116,IBNAX,No,20031208,Merged,Ivy Balanced A,,"10,183,700.0000000000","2,511,938,148.0500000000",,,,,Morningstar Mod Tgt Risk TR USD,,,,,
Advantus Spectrum C,Ivy Funds,,FOUSA00FIM,19950301,Allocation--50% to 70% Equity,Allocation,C,No,19871116,IBNAX,No,20031208,Merged,Ivy Balanced A,,"1,996,243.0000000000","2,511,938,148.0500000000",,,,,Morningstar Mod Tgt Risk TR USD,,,,,
Kemper Municipal Bond A,Kemper Investors Life Insurance Co,,FOUSA00DBM,19760420,Muni National Long,Municipal Bond,,Yes,19760420,,No,20010611,Merged,DWS Managed Municipal Bond A,,"2,458,585,221.0000000000","2,458,585,221.0000000000",,,,,BBgBarc Municipal TR USD,,,,,
Kemper Municipal Bond I,Kemper Investors Life Insurance Co,,FOUSA00ITR,19960419,Muni National Long,Municipal Bond,Inst,No,19760420,,No,20010611,Merged,DWS Managed Municipal Bond Inst,,140.0000000000,"2,458,585,221.0000000000",,,,,BBgBarc Municipal TR USD,,,,,
Brinson U.S. Large Cap Growth UBS,Laudus Funds,,FOUSA00GSR,19981231,Large Growth,U.S. Equity,Other,No,19971014,LGILX,No,20011105,Merged,,,"2,689,822.0000000000","2,376,177,977.5700000000",,,,,S&P 500 TR USD,,,,,
WM Growth & Income A,WM Group of Funds,CMPFX,FOUSA00BT7,19491031,Large Blend,U.S. Equity,A,Yes,19491031,CMPFX,No,20070116,Merged,Principal Discp Large Cap Blend A,,"581,425,686.0000000000","2,353,692,577.0000000000",,1 Star,,,S&P 500 TR USD,,,,,
WM Growth & Income B,WM Group of Funds,,FOUSA00E7X,19940330,Large Blend,U.S. Equity,B,No,19491031,CMPFX,No,20070116,Merged,Principal Discp Large Cap Blend B,,"63,439,522.0000000000","2,353,692,577.0000000000",,1 Star,,,S&P 500 TR USD,,,,,
WM Growth & Income C,WM Group of Funds,,FOUSA04AQR,20020301,Large Blend,U.S. Equity,C,No,19491031,CMPFX,No,20070116,Merged,Principal Discp Large Cap Blend C,,"2,257,604.0000000000","2,353,692,577.0000000000",,2 Stars,,,S&P 500 TR USD,,,,,
WM Growth & Income I,WM Group of Funds,,FOUSA00H9I,19980323,Large Blend,U.S. Equity,Inst,No,19491031,CMPFX,No,20070116,Merged,Principal Discp Large Cap Blend Inst,,"1,706,569,765.0000000000","2,353,692,577.0000000000",,2 Stars,,,S&P 500 TR USD,,,,,
WM Growth & Income R1,WM Group of Funds,,FOUSA05HDT,20060228,Large Blend,U.S. Equity,Retirement,No,19491031,CMPFX,No,20070116,Merged,Principal Discp Large Cap Blend A,,26.0000000000,"2,353,692,577.0000000000",,,,,S&P 500 TR USD,,,,,
WM Growth & Income R2,WM Group of Funds,,FOUSA05HDU,20060228,Large Blend,U.S. Equity,Retirement,No,19491031,CMPFX,No,20070116,Merged,Principal Discp Large Cap Blend A,,26.0000000000,"2,353,692,577.0000000000",,,,,S&P 500 TR USD,,,,,
